ID;age;Weducation;Heducation;children;religion;working;occupation;solindex;exposure;method
1257;47;4;4;4;0;1;2;4;0;2
1258;41;4;4;3;1;0;2;3;0;2
1259;29;3;4;3;1;1;1;3;0;2
1260;25;4;4;1;1;0;1;4;0;2
1261;33;4;4;2;0;0;1;3;0;2
1262;23;4;4;1;0;1;1;4;0;2
1263;32;4;4;4;1;1;2;3;0;2
1264;45;4;4;3;1;1;1;4;0;2
1265;37;4;4;4;1;1;1;4;0;2
1266;35;2;4;4;0;1;3;2;0;2
1267;37;4;4;3;1;1;3;4;0;2
1268;35;4;4;5;1;1;2;4;0;2
1269;23;4;4;1;1;1;3;3;0;2
1270;38;2;2;8;1;1;2;2;0;2
1271;41;4;4;4;0;0;2;4;0;2
1272;35;1;2;9;1;0;3;1;0;2
1273;29;4;4;3;1;1;3;2;0;2
1274;26;3;3;2;1;1;1;3;0;2
1275;22;3;3;2;1;1;3;3;0;2
1276;30;2;3;5;1;1;3;1;1;2
1277;36;4;4;3;1;1;3;3;0;2
1278;26;3;4;3;1;1;1;4;0;2
1279;32;4;4;2;1;0;3;4;0;2
1280;39;4;4;3;0;1;2;4;0;2
1281;29;3;4;3;1;1;1;3;0;2
1282;40;4;4;5;1;1;1;3;0;2
1283;43;3;3;6;1;0;3;2;0;2
1284;44;3;4;6;1;1;3;2;0;2
1285;24;4;4;2;1;1;2;4;0;2
1286;42;4;4;3;1;0;1;4;0;2
1287;33;3;4;2;1;1;1;4;0;2
1288;24;4;4;1;0;1;2;3;0;2
1289;28;3;4;2;0;1;2;3;0;2
1290;32;2;1;5;1;0;2;2;0;2
1291;26;2;2;4;1;1;3;4;0;2
1292;27;4;4;1;1;1;1;4;0;2
1293;41;3;4;3;0;1;2;4;0;2
1294;28;3;4;2;0;1;3;3;0;2
1295;23;4;4;1;1;0;3;4;0;2
1296;31;2;2;4;1;1;4;3;1;2
1297;33;4;4;3;0;1;2;4;0;2
1298;35;4;4;5;1;1;1;4;0;2
1299;39;3;4;5;1;1;3;4;0;2
1300;27;4;4;2;1;1;1;3;0;2
1301;48;4;4;3;0;1;1;4;0;2
1302;25;3;1;2;1;0;3;4;0;2
1303;38;4;4;4;1;1;2;4;0;2
1304;48;4;4;7;1;0;1;4;0;2
1305;34;4;4;4;1;0;3;3;0;2
1306;36;3;3;4;1;1;1;3;0;2
1307;34;4;4;3;1;0;3;4;0;2
1308;42;4;4;4;0;0;2;4;0;2
1309;45;3;3;5;0;1;1;3;0;2
1310;37;4;4;4;0;1;2;4;0;2
1311;38;4;4;3;0;0;2;4;0;2
1312;42;3;3;4;0;1;3;4;0;2
1313;42;2;4;5;0;1;2;3;0;2
1314;41;4;4;6;1;1;1;4;0;2
1315;43;4;4;5;0;1;1;4;0;2
1316;34;4;4;2;0;0;3;2;0;2
1317;44;2;3;1;0;1;2;4;0;2
1318;41;4;4;4;0;1;1;4;0;2
1319;36;4;4;3;1;1;1;4;0;2
1320;34;1;2;5;1;1;3;4;0;2
1321;32;3;2;5;1;1;3;3;0;3
1322;34;3;3;6;1;1;1;4;0;3
1323;24;4;4;2;1;0;3;3;0;3
1324;21;3;3;1;0;1;3;2;0;3
1325;38;4;3;9;1;1;3;3;0;3
1326;39;4;4;3;1;0;1;4;0;3
1327;35;2;2;6;1;0;2;2;1;3
1328;30;2;3;7;1;1;3;3;0;3
1329;17;3;4;1;1;1;3;3;0;3
1330;32;2;4;3;1;1;3;4;0;3
1331;43;4;4;5;0;1;1;4;0;3
1332;31;2;2;4;1;1;3;3;0;3
1333;24;1;2;3;1;1;3;2;0;3
1334;26;2;4;3;1;1;1;3;0;3
1335;35;3;4;4;1;0;1;4;0;3
1336;46;3;4;4;1;0;3;4;0;3
1337;29;2;3;3;1;1;3;3;0;3
1338;21;3;4;1;1;0;3;4;0;3
1339;31;4;4;5;1;0;1;4;0;3
1340;24;4;4;2;1;1;3;3;0;3
1341;24;2;4;3;1;1;3;3;0;3
1342;36;4;4;4;1;1;1;3;0;3
1343;37;2;3;9;1;1;3;3;0;3
1344;37;3;3;6;1;1;3;3;0;3
1345;37;3;3;11;1;1;1;2;0;3
1346;44;4;4;4;0;1;2;3;0;3
1347;35;2;3;6;1;1;2;3;0;3
1348;25;4;4;3;1;1;3;3;0;3
1349;21;4;4;2;1;1;2;3;0;3
1350;24;1;2;3;1;1;3;2;0;3
1351;16;2;3;1;1;1;3;1;0;3
1352;21;3;2;1;1;1;3;1;1;3
1353;25;2;4;2;1;1;2;4;0;3
1354;26;4;4;1;1;0;2;4;0;3
1355;43;4;4;2;1;1;1;4;0;3
1356;24;4;4;1;1;1;1;4;0;3
1357;30;3;4;3;0;1;3;3;0;3
1358;30;2;3;3;1;1;3;3;0;3
1359;26;4;4;2;1;1;3;3;0;3
1360;29;2;4;4;1;1;3;2;0;3
1361;24;3;4;4;1;1;3;1;0;3
1362;29;3;3;2;1;1;3;2;0;3
1363;29;1;2;1;1;1;3;3;0;3
1364;22;4;4;1;1;1;2;4;0;3
1365;30;3;3;4;1;0;3;2;0;3
1366;24;4;4;1;1;1;2;3;0;3
1367;25;4;4;2;1;1;1;2;0;3
1368;44;4;4;5;1;0;1;4;0;3
1369;28;2;3;3;1;1;2;4;0;3
1370;22;3;3;1;1;1;3;2;0;3
1371;30;2;2;6;1;0;2;3;0;3
1372;25;3;4;3;1;1;2;4;0;3
1373;25;4;4;2;1;1;3;3;0;3
1374;33;4;4;2;1;0;1;4;0;3
1375;33;3;3;4;1;0;2;3;0;3
1376;26;3;3;2;1;0;2;2;0;3
1377;29;3;4;5;1;1;3;3;0;3
1378;32;3;3;4;1;1;2;1;0;3
1379;30;4;4;1;1;0;3;2;0;3
1380;37;4;4;1;0;1;1;4;0;3
1381;31;1;2;4;1;1;3;3;0;3
1382;36;1;2;4;1;1;3;1;1;3
1383;36;2;2;7;1;0;2;2;1;3
1384;26;3;4;2;1;0;2;4;0;3
1385;36;4;4;3;1;1;1;4;0;3
1386;28;4;4;1;1;1;2;4;0;3
1387;33;4;4;5;1;1;3;3;0;3
1388;25;3;4;2;1;0;2;4;0;3
1389;31;4;4;2;0;1;1;4;0;3
1390;38;4;4;4;1;0;1;4;0;3
1391;35;1;2;5;1;1;3;3;0;3
1392;33;4;4;3;0;0;2;4;0;3
1393;30;2;2;2;1;1;3;2;0;3
1394;20;3;3;2;1;1;2;2;1;3
1395;18;3;3;1;1;1;2;2;0;3
1396;30;3;2;3;1;1;3;3;0;3
1397;35;2;3;6;1;0;3;2;0;3
1398;22;3;3;2;1;1;3;1;0;3
1399;28;2;4;7;1;1;3;3;0;3
1400;21;3;3;1;1;1;3;1;0;3
1401;27;3;4;4;1;1;3;4;0;3
1402;30;3;4;3;1;1;3;3;0;3
1403;25;3;4;2;1;1;3;3;0;3
1404;26;4;4;3;1;1;3;2;0;3
1405;37;2;4;5;1;1;1;4;0;3
1406;47;1;3;9;1;0;3;3;0;3
1407;36;1;1;5;1;1;3;3;0;3
1408;36;2;3;6;1;1;2;4;0;3
1409;36;4;4;3;1;1;2;4;0;3
1410;28;4;4;4;1;1;3;4;0;3
1411;21;4;4;2;1;1;3;3;0;3
1412;25;4;4;2;1;1;2;3;0;3
1413;30;3;4;3;1;1;3;4;0;3
1414;22;3;3;3;1;1;3;3;0;3
1415;23;4;3;2;1;0;2;3;0;3
1416;36;3;4;9;1;1;3;4;0;3
1417;28;4;3;2;1;1;3;2;0;3
1418;46;2;2;5;1;1;2;4;0;3
1419;47;4;4;5;1;1;3;2;0;3
1420;41;1;4;5;1;0;2;4;0;3
1421;44;4;4;5;1;1;3;4;0;3
1422;34;2;3;3;0;1;3;2;1;3
1423;37;2;3;6;1;1;3;4;0;3
1424;34;4;4;2;0;1;1;4;0;3
1425;22;2;4;2;1;1;3;2;0;3
1426;33;2;3;4;1;1;2;3;0;3
1427;21;3;4;3;1;1;3;1;0;3
1428;31;4;4;4;1;0;3;4;0;3
1429;41;4;3;5;1;0;3;4;0;3
1430;30;4;3;4;1;1;3;3;0;3
1431;32;2;4;5;1;1;3;4;0;3
1432;27;4;4;2;0;0;2;4;0;3
1433;26;4;4;1;0;0;2;4;0;3
1434;42;4;4;5;0;1;2;4;0;3
1435;24;4;4;1;1;1;1;3;0;3
1436;37;4;4;6;1;1;1;4;0;3
1437;30;2;3;5;1;0;3;4;0;3
1438;27;4;4;1;1;1;1;4;0;3
1439;34;2;4;6;1;1;3;3;0;3
1440;32;3;4;5;0;1;1;4;0;3
1441;28;4;4;1;0;0;2;4;0;3
1442;29;3;3;1;0;0;2;4;0;3
1443;42;4;4;3;0;1;2;4;0;3
1444;21;2;2;0;0;1;4;4;0;3
1445;22;4;4;2;1;1;3;4;0;3
1446;36;4;4;3;0;1;3;4;0;3
1447;45;2;3;3;0;0;2;4;0;3
1448;34;4;4;2;0;0;2;4;0;3
1449;35;2;3;5;1;1;3;3;0;3
1450;19;4;4;1;1;1;2;3;0;3
1451;27;4;4;4;1;1;3;3;0;3
1452;37;2;4;4;1;0;2;3;0;3
1453;26;3;2;4;1;1;3;4;0;3
1454;28;1;3;5;1;1;3;4;0;3
1455;31;3;4;5;1;1;1;4;0;3
1456;32;2;2;6;1;1;2;3;0;3
1457;40;2;2;4;0;0;2;4;0;3
1458;27;3;3;5;1;1;2;4;0;3
1459;27;2;2;3;1;1;2;2;1;3
1460;37;4;4;5;0;0;2;4;0;3
1461;22;4;3;1;1;1;2;2;0;3
1462;27;4;4;4;1;1;1;2;1;3
1463;21;4;4;1;0;1;2;4;0;3
1464;30;1;3;2;1;1;3;4;0;3
1465;23;2;2;1;1;1;2;4;0;3
1466;25;2;4;3;1;1;1;3;0;3
1467;42;2;4;6;1;1;2;4;0;3
1468;29;4;4;3;1;1;1;4;0;3
1469;33;4;4;2;1;0;2;4;0;3
1470;33;4;4;3;1;1;1;4;0;3
1471;39;3;3;8;1;0;1;4;0;3
1472;33;3;3;4;1;0;2;2;0;3
1473;17;3;3;1;1;1;2;4;0;3
